phn1_cls	phn1_acnt	phn1_type	phn1_num	phn1_snum	phn1_acnt	phn2_cls	phn2_acnt	phn2_type	phn2_num	phn2_snum	phn2_acnt	w1_text	w1_prom	w1_ip	w1_IP	w2_text	w2_prom	w2_ip	w2_IP	modification
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
v	0	n	1	1	False	g	0	o	0	1	False	the	False	10	2	right	True	11	3	P
g	0	o	0	1	False	v	1	n	1	1	True	right	True	11	3	right	True	11	3	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	11	3	right	True	11	3	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	11	3	right	True	11	3	M
s	0	c	1	1	False	v	1	n	1	1	False	right	True	11	3	of	False	12	4	M
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	12	4	of	False	12	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	12	4	of	False	12	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	12	4	the	False	13	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	12	4	the	False	13	5	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	13	5	the	False	13	5	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	13	5	monument	True	14	6	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	13	5	monument	True	14	6	P
n	0	o	0	1	False	v	1	n	1	1	True	monument	True	14	6	monument	True	14	6	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	14	6	monument	True	14	6	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	14	6	monument	True	14	6	P
n	0	a	1	1	False	g	0	a	1	2	False	monument	True	14	6	monument	True	14	6	P
g	0	a	1	2	False	v	0	n	2	1	False	monument	True	14	6	monument	True	14	6	D
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	14	6	monument	True	14	6	P
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	14	6	monument	True	14	6	P
n	0	a	2	1	False	v	0	n	3	1	False	monument	True	14	6	monument	True	14	6	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	14	6	monument	True	14	6	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	14	6	monument	True	14	6	P
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	14	6	monument	True	14	6	P
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	14	6	monument	True	14	6	P
s	0	c	3	2	False	#	0		0	0	False	monument	True	14	6	<OS>	False	-1	-1	M
g	0	o	0	1	False	v	1	n	1	1	False	you	False	15	7	you	False	15	7	D
v	1	n	1	1	False	s	0	o	0	1	False	you	False	15	7	curved	True	16	8	P
v	1	n	1	1	False	s	0	o	0	1	False	you	False	15	7	curved	True	16	8	P
s	0	o	0	1	False	v	1	n	1	1	True	curved	True	16	8	curved	True	16	8	P
v	1	n	1	1	True	fu	0	c	1	1	False	curved	True	16	8	curved	True	16	8	P
v	1	n	1	1	True	fu	0	c	1	1	False	curved	True	16	8	curved	True	16	8	P
fu	0	c	1	1	False	s	0	c	1	2	False	curved	True	16	8	curved	True	16	8	P
fu	0	c	1	1	False	s	0	c	1	2	False	curved	True	16	8	curved	True	16	8	D
s	0	c	1	2	False	v	0	n	1	1	False	curved	True	16	8	around	False	17	9	P
v	0	n	1	1	False	v	1	n	1	2	False	around	False	17	9	around	False	17	9	P
v	1	n	1	2	False	n	0	c	1	1	False	around	False	17	9	around	False	17	9	P
v	1	n	1	2	False	n	0	c	1	1	False	around	False	17	9	around	False	17	9	P
n	0	c	1	1	False	s	0	c	1	2	False	around	False	17	9	around	False	17	9	D
n	0	c	1	1	False	s	0	c	1	2	False	around	False	17	9	around	False	17	9	M
s	0	c	1	2	False	fn	0	o	0	1	False	around	False	17	9	the	False	18	10	M
s	0	c	1	2	False	fn	0	o	0	1	False	around	False	17	9	the	False	18	10	M
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	18	10	the	False	18	10	M
v	0	n	1	1	False	n	0	o	0	1	False	the	False	18	10	monument	True	19	11	D
v	0	n	1	1	False	n	0	o	0	1	False	the	False	18	10	monument	True	19	11	D
n	0	o	0	1	False	v	1	n	1	1	True	monument	True	19	11	monument	True	19	11	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	19	11	monument	True	19	11	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	19	11	monument	True	19	11	P
n	0	a	1	1	False	g	0	a	1	2	False	monument	True	19	11	monument	True	19	11	P
g	0	a	1	2	False	v	0	n	2	1	False	monument	True	19	11	monument	True	19	11	D
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	19	11	monument	True	19	11	P
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	19	11	monument	True	19	11	P
n	0	a	2	1	False	v	0	n	3	1	False	monument	True	19	11	monument	True	19	11	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	19	11	monument	True	19	11	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	19	11	monument	True	19	11	M
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	19	11	monument	True	19	11	M
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	19	11	monument	True	19	11	M
s	0	c	3	2	False	g	0	o	0	1	False	monument	True	19	11	right	True	20	12	M
g	0	o	0	1	False	v	1	n	1	1	True	right	True	20	12	right	True	20	12	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	20	12	right	True	20	12	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	20	12	right	True	20	12	P
s	0	c	1	1	False	v	2	n	1	1	True	right	True	20	12	okay	True	21	1	M
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	21	1	okay	True	21	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	21	1	okay	True	21	1	P
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	21	1	okay	True	21	1	P
v	1	n	2	1	False	s	0	o	0	1	False	okay	True	21	1	pretend	True	22	1	P
v	1	n	2	1	False	s	0	o	0	1	False	okay	True	21	1	pretend	True	22	1	P
s	0	o	0	1	False	g	0	o	0	2	False	pretend	True	22	1	pretend	True	22	1	P
g	0	o	0	2	False	v	0	n	1	1	False	pretend	True	22	1	pretend	True	22	1	D
v	0	n	1	1	False	s	0	a	1	1	False	pretend	True	22	1	pretend	True	22	1	P
v	0	n	1	1	False	s	0	a	1	1	False	pretend	True	22	1	pretend	True	22	1	P
s	0	a	1	1	False	v	1	n	2	1	True	pretend	True	22	1	pretend	True	22	1	P
v	1	n	2	1	True	n	0	c	2	1	False	pretend	True	22	1	pretend	True	22	1	P
v	1	n	2	1	True	n	0	c	2	1	False	pretend	True	22	1	pretend	True	22	1	P
n	0	c	2	1	False	s	0	c	2	2	False	pretend	True	22	1	pretend	True	22	1	P
n	0	c	2	1	False	s	0	c	2	2	False	pretend	True	22	1	pretend	True	22	1	P
s	0	c	2	2	False	s	0	o	0	1	False	pretend	True	22	1	to	False	23	1	D
s	0	c	2	2	False	s	0	o	0	1	False	pretend	True	22	1	to	False	23	1	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	23	1	to	False	23	1	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	23	1	the	False	24	2	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	23	1	the	False	24	2	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	24	2	the	False	24	2	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	24	2	right	True	25	3	P
g	0	o	0	1	False	v	1	n	1	1	True	right	True	25	3	right	True	25	3	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	25	3	right	True	25	3	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	25	3	right	True	25	3	M
s	0	c	1	1	False	v	1	n	1	1	False	right	True	25	3	of	False	26	4	M
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	26	4	of	False	26	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	26	4	of	False	26	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	26	4	the	False	27	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	26	4	the	False	27	5	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	27	5	the	False	27	5	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	27	5	monument	True	28	6	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	27	5	monument	True	28	6	P
n	0	o	0	1	False	v	1	n	1	1	True	monument	True	28	6	monument	True	28	6	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	28	6	monument	True	28	6	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	28	6	monument	True	28	6	P
n	0	a	1	1	False	g	0	a	1	2	False	monument	True	28	6	monument	True	28	6	P
g	0	a	1	2	False	v	0	n	2	1	False	monument	True	28	6	monument	True	28	6	D
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	28	6	monument	True	28	6	P
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	28	6	monument	True	28	6	P
n	0	a	2	1	False	v	0	n	3	1	False	monument	True	28	6	monument	True	28	6	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	28	6	monument	True	28	6	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	28	6	monument	True	28	6	P
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	28	6	monument	True	28	6	P
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	28	6	monument	True	28	6	P
s	0	c	3	2	False	fn	0	o	0	1	False	monument	True	28	6	there's	False	29	7	M
s	0	c	3	2	False	fn	0	o	0	1	False	monument	True	28	6	there's	False	29	7	P
fn	0	o	0	1	False	v	1	n	1	1	False	there's	False	29	7	there's	False	29	7	P
v	1	n	1	1	False	g	0	c	1	1	False	there's	False	29	7	there's	False	29	7	P
g	0	c	1	1	False	fs	0	c	1	2	False	there's	False	29	7	there's	False	29	7	D
g	0	c	1	1	False	fs	0	c	1	2	False	there's	False	29	7	there's	False	29	7	P
g	0	c	1	1	False	fs	0	c	1	2	False	there's	False	29	7	there's	False	29	7	D
fs	0	c	1	2	False	v	0	n	1	1	False	there's	False	29	7	a	False	30	1	P
fs	0	c	1	2	False	v	0	n	1	1	False	there's	False	29	7	a	False	30	1	D
v	0	n	1	1	False	n	0	o	0	1	False	a	False	30	1	nuclear	True	31	2	P
v	0	n	1	1	False	n	0	o	0	1	False	a	False	30	1	nuclear	True	31	2	P
n	0	o	0	1	False	v	1	n	1	1	True	nuclear	True	31	2	nuclear	True	31	2	P
v	1	n	1	1	True	s	0	a	1	1	False	nuclear	True	31	2	nuclear	True	31	2	P
v	1	n	1	1	True	s	0	a	1	1	False	nuclear	True	31	2	nuclear	True	31	2	P
s	0	a	1	1	False	g	0	a	1	2	False	nuclear	True	31	2	nuclear	True	31	2	P
g	0	a	1	2	False	v	0	n	2	1	False	nuclear	True	31	2	nuclear	True	31	2	D
v	0	n	2	1	False	v	0	n	2	2	False	nuclear	True	31	2	nuclear	True	31	2	P
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	True	31	2	test	True	32	3	D
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	True	31	2	test	True	32	3	P
s	0	o	0	1	False	v	1	n	1	1	True	test	True	32	3	test	True	32	3	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	32	3	test	True	32	3	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	32	3	test	True	32	3	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	32	3	test	True	32	3	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	32	3	test	True	32	3	M
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	32	3	test	True	32	3	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	32	3	test	True	32	3	D
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	32	3	site	True	33	4	M
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	32	3	site	True	33	4	M
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	32	3	site	True	33	4	D
fs	0	o	0	1	False	v	1	n	1	1	True	site	True	33	4	site	True	33	4	P
fs	0	o	0	1	False	v	1	n	1	1	True	site	True	33	4	site	True	33	4	D
v	1	n	1	1	True	s	0	c	1	1	False	site	True	33	4	site	True	33	4	P
v	1	n	1	1	True	s	0	c	1	1	False	site	True	33	4	site	True	33	4	P
s	0	c	1	1	False	fs	0	o	0	1	False	site	True	33	4	so	False	34	5	M
s	0	c	1	1	False	fs	0	o	0	1	False	site	True	33	4	so	False	34	5	P
s	0	c	1	1	False	fs	0	o	0	1	False	site	True	33	4	so	False	34	5	D
fs	0	o	0	1	False	v	1	n	1	1	False	so	False	34	5	so	False	34	5	P
fs	0	o	0	1	False	v	1	n	1	1	False	so	False	34	5	so	False	34	5	D
v	1	n	1	1	False	g	0	o	0	1	False	so	False	34	5	you	False	35	1	P
g	0	o	0	1	False	v	1	n	1	1	False	you	False	35	1	you	False	35	1	D
v	1	n	1	1	False	g	0	o	0	1	False	you	False	35	1	have	True	36	2	P
g	0	o	0	1	False	v	1	n	1	1	True	have	True	36	2	have	True	36	2	D
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	36	2	have	True	36	2	P
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	36	2	have	True	36	2	P
fu	0	c	1	1	False	g	0	o	0	1	False	have	True	36	2	your	False	37	3	P
g	0	o	0	1	False	v	1	n	1	1	False	your	False	37	3	your	False	37	3	D
v	1	n	1	1	False	g	0	c	1	1	False	your	False	37	3	your	False	37	3	P
g	0	c	1	1	False	s	0	o	0	1	False	your	False	37	3	golf	True	38	4	D
g	0	c	1	1	False	s	0	o	0	1	False	your	False	37	3	golf	True	38	4	P
s	0	o	0	1	False	v	1	n	1	1	True	golf	True	38	4	golf	True	38	4	P
v	1	n	1	1	True	g	0	c	1	1	False	golf	True	38	4	golf	True	38	4	P
g	0	c	1	1	False	fu	0	c	1	2	False	golf	True	38	4	golf	True	38	4	D
g	0	c	1	1	False	fu	0	c	1	2	False	golf	True	38	4	golf	True	38	4	P
fu	0	c	1	2	False	s	0	o	0	1	False	golf	True	38	4	course	False	39	5	P
fu	0	c	1	2	False	s	0	o	0	1	False	golf	True	38	4	course	False	39	5	D
s	0	o	0	1	False	v	1	n	1	1	False	course	False	39	5	course	False	39	5	P
v	1	n	1	1	False	g	0	c	1	1	False	course	False	39	5	course	False	39	5	P
g	0	c	1	1	False	fs	0	c	1	2	False	course	False	39	5	course	False	39	5	D
g	0	c	1	1	False	fs	0	c	1	2	False	course	False	39	5	course	False	39	5	P
g	0	c	1	1	False	fs	0	c	1	2	False	course	False	39	5	course	False	39	5	D
fs	0	c	1	2	False	v	0	n	1	1	False	course	False	39	5	and	False	40	6	P
fs	0	c	1	2	False	v	0	n	1	1	False	course	False	39	5	and	False	40	6	D
v	0	n	1	1	False	n	0	c	1	1	False	and	False	40	6	and	False	40	6	P
v	0	n	1	1	False	n	0	c	1	1	False	and	False	40	6	and	False	40	6	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	40	6	and	False	40	6	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	40	6	and	False	40	6	D
s	0	c	1	2	False	v	1	n	1	1	True	and	False	40	6	I	True	41	7	M
v	1	n	1	1	True	g	0	o	0	1	False	I	True	41	7	have	False	42	8	P
g	0	o	0	1	False	v	1	n	1	1	False	have	False	42	8	have	False	42	8	D
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	42	8	have	False	42	8	P
v	1	n	1	1	False	fu	0	c	1	1	False	have	False	42	8	have	False	42	8	P
fu	0	c	1	1	False	n	0	o	0	1	False	have	False	42	8	my	False	43	9	P
fu	0	c	1	1	False	n	0	o	0	1	False	have	False	42	8	my	False	43	9	P
n	0	o	0	1	False	v	1	n	1	1	False	my	False	43	9	my	False	43	9	P
v	1	n	1	1	False	n	0	o	0	1	False	my	False	43	9	nuclear	True	44	10	P
v	1	n	1	1	False	n	0	o	0	1	False	my	False	43	9	nuclear	True	44	10	P
n	0	o	0	1	False	v	1	n	1	1	True	nuclear	True	44	10	nuclear	True	44	10	P
v	1	n	1	1	True	s	0	a	1	1	False	nuclear	True	44	10	nuclear	True	44	10	P
v	1	n	1	1	True	s	0	a	1	1	False	nuclear	True	44	10	nuclear	True	44	10	P
s	0	a	1	1	False	g	0	a	1	2	False	nuclear	True	44	10	nuclear	True	44	10	P
g	0	a	1	2	False	v	0	n	2	1	False	nuclear	True	44	10	nuclear	True	44	10	D
v	0	n	2	1	False	v	0	n	2	2	False	nuclear	True	44	10	nuclear	True	44	10	P
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	True	44	10	test	True	45	11	D
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	True	44	10	test	True	45	11	P
s	0	o	0	1	False	v	1	n	1	1	True	test	True	45	11	test	True	45	11	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	45	11	test	True	45	11	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	45	11	test	True	45	11	M
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	45	11	test	True	45	11	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	45	11	test	True	45	11	M
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	45	11	test	True	45	11	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	45	11	test	True	45	11	D
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	45	11	site	False	46	12	M
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	45	11	site	False	46	12	P
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	45	11	site	False	46	12	D
fs	0	o	0	1	False	v	1	n	1	1	False	site	False	46	12	site	False	46	12	P
fs	0	o	0	1	False	v	1	n	1	1	False	site	False	46	12	site	False	46	12	D
v	1	n	1	1	False	s	0	c	1	1	False	site	False	46	12	site	False	46	12	P
v	1	n	1	1	False	s	0	c	1	1	False	site	False	46	12	site	False	46	12	P
s	0	c	1	1	False	v	1	n	1	1	True	site	False	46	12	it's-	True	47	1	M
v	1	n	1	1	True	s	0	c	1	1	False	it's-	True	47	1	it's-	True	47	1	P
v	1	n	1	1	True	s	0	c	1	1	False	it's-	True	47	1	it's-	True	47	1	P
s	0	c	1	1	False	fs	0	c	1	2	False	it's-	True	47	1	it's-	True	47	1	M
s	0	c	1	1	False	fs	0	c	1	2	False	it's-	True	47	1	it's-	True	47	1	M
s	0	c	1	1	False	fs	0	c	1	2	False	it's-	True	47	1	it's-	True	47	1	D
fs	0	c	1	2	False	s	0	o	0	1	False	it's-	True	47	1	to	False	48	2	M
fs	0	c	1	2	False	s	0	o	0	1	False	it's-	True	47	1	to	False	48	2	D
fs	0	c	1	2	False	s	0	o	0	1	False	it's-	True	47	1	to	False	48	2	D
s	0	o	0	1	False	v	1	n	1	1	False	to	False	48	2	to	False	48	2	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	48	2	the	False	49	3	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	48	2	the	False	49	3	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	49	3	the	False	49	3	P
v	0	n	1	1	False	v	0	n	1	1	False	the	False	49	3	above	True	50	4	P
v	0	n	1	1	False	s	0	a	1	1	False	above	True	50	4	above	True	50	4	P
v	0	n	1	1	False	s	0	a	1	1	False	above	True	50	4	above	True	50	4	P
s	0	a	1	1	False	v	1	n	2	1	True	above	True	50	4	above	True	50	4	P
v	1	n	2	1	True	fu	0	c	2	1	False	above	True	50	4	above	True	50	4	P
v	1	n	2	1	True	fu	0	c	2	1	False	above	True	50	4	above	True	50	4	P
fu	0	c	2	1	False	g	0	o	0	1	False	above	True	50	4	right	True	51	5	P
g	0	o	0	1	False	v	1	n	1	1	True	right	True	51	5	right	True	51	5	D
v	1	n	1	1	True	s	0	c	1	1	False	right	True	51	5	right	True	51	5	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	51	5	right	True	51	5	M
s	0	c	1	1	False	v	1	n	1	1	False	right	True	51	5	of	False	52	6	D
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	52	6	of	False	52	6	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	52	6	of	False	52	6	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	52	6	the	False	53	7	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	52	6	the	False	53	7	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	53	7	the	False	53	7	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	53	7	monument	True	54	8	P
v	0	n	1	1	False	n	0	o	0	1	False	the	False	53	7	monument	True	54	8	P
n	0	o	0	1	False	v	1	n	1	1	True	monument	True	54	8	monument	True	54	8	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	54	8	monument	True	54	8	P
v	1	n	1	1	True	n	0	a	1	1	False	monument	True	54	8	monument	True	54	8	P
n	0	a	1	1	False	g	0	a	1	2	False	monument	True	54	8	monument	True	54	8	P
g	0	a	1	2	False	v	0	n	2	1	False	monument	True	54	8	monument	True	54	8	D
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	54	8	monument	True	54	8	P
v	0	n	2	1	False	n	0	a	2	1	False	monument	True	54	8	monument	True	54	8	D
n	0	a	2	1	False	v	0	n	3	1	False	monument	True	54	8	monument	True	54	8	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	54	8	monument	True	54	8	P
v	0	n	3	1	False	n	0	c	3	1	False	monument	True	54	8	monument	True	54	8	M
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	54	8	monument	True	54	8	M
n	0	c	3	1	False	s	0	c	3	2	False	monument	True	54	8	monument	True	54	8	P
s	0	c	3	2	False	fs	0	o	0	1	False	monument	True	54	8	so	False	55	1	M
s	0	c	3	2	False	fs	0	o	0	1	False	monument	True	54	8	so	False	55	1	P
s	0	c	3	2	False	fs	0	o	0	1	False	monument	True	54	8	so	False	55	1	D
fs	0	o	0	1	False	v	1	n	1	1	False	so	False	55	1	so	False	55	1	P
fs	0	o	0	1	False	v	1	n	1	1	False	so	False	55	1	so	False	55	1	D
v	1	n	1	1	False	s	0	o	0	1	False	so	False	55	1	pretend	True	56	1	P
v	1	n	1	1	False	s	0	o	0	1	False	so	False	55	1	pretend	True	56	1	P
s	0	o	0	1	False	g	0	o	0	2	False	pretend	True	56	1	pretend	True	56	1	P
g	0	o	0	2	False	v	0	n	1	1	False	pretend	True	56	1	pretend	True	56	1	D
v	0	n	1	1	False	s	0	a	1	1	False	pretend	True	56	1	pretend	True	56	1	P
v	0	n	1	1	False	s	0	a	1	1	False	pretend	True	56	1	pretend	True	56	1	P
s	0	a	1	1	False	v	1	n	2	1	True	pretend	True	56	1	pretend	True	56	1	P
v	1	n	2	1	True	n	0	c	2	1	False	pretend	True	56	1	pretend	True	56	1	P
v	1	n	2	1	True	n	0	c	2	1	False	pretend	True	56	1	pretend	True	56	1	P
n	0	c	2	1	False	s	0	c	2	2	False	pretend	True	56	1	pretend	True	56	1	P
n	0	c	2	1	False	s	0	c	2	2	False	pretend	True	56	1	pretend	True	56	1	D
s	0	c	2	2	False	fn	0	o	0	1	False	pretend	True	56	1	that	False	57	2	D
s	0	c	2	2	False	fn	0	o	0	1	False	pretend	True	56	1	that	False	57	2	M
fn	0	o	0	1	False	v	1	n	1	1	False	that	False	57	2	that	False	57	2	M
v	1	n	1	1	False	s	0	c	1	1	False	that	False	57	2	that	False	57	2	D
v	1	n	1	1	False	s	0	c	1	1	False	that	False	57	2	that	False	57	2	M
s	0	c	1	1	False	g	0	o	0	1	False	that	False	57	2	you	False	58	3	M
g	0	o	0	1	False	v	1	n	1	1	False	you	False	58	3	you	False	58	3	D
v	1	n	1	1	False	g	0	o	0	1	False	you	False	58	3	have	True	59	4	P
g	0	o	0	1	False	v	1	n	1	1	True	have	True	59	4	have	True	59	4	D
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	59	4	have	True	59	4	P
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	59	4	have	True	59	4	M
fu	0	c	1	1	False	v	0	n	1	1	False	have	True	59	4	a	False	60	5	M
v	0	n	1	1	False	n	0	o	0	1	False	a	False	60	5	nuclear	False	61	6	P
v	0	n	1	1	False	n	0	o	0	1	False	a	False	60	5	nuclear	False	61	6	P
n	0	o	0	1	False	v	1	n	1	1	False	nuclear	False	61	6	nuclear	False	61	6	P
v	1	n	1	1	False	s	0	a	1	1	False	nuclear	False	61	6	nuclear	False	61	6	P
v	1	n	1	1	False	s	0	a	1	1	False	nuclear	False	61	6	nuclear	False	61	6	P
s	0	a	1	1	False	g	0	a	1	2	False	nuclear	False	61	6	nuclear	False	61	6	P
g	0	a	1	2	False	v	0	n	2	1	False	nuclear	False	61	6	nuclear	False	61	6	D
v	0	n	2	1	False	v	0	n	2	2	False	nuclear	False	61	6	nuclear	False	61	6	P
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	False	61	6	test	True	62	7	D
v	0	n	2	2	False	s	0	o	0	1	False	nuclear	False	61	6	test	True	62	7	P
s	0	o	0	1	False	v	1	n	1	1	True	test	True	62	7	test	True	62	7	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	62	7	test	True	62	7	P
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	62	7	test	True	62	7	M
v	1	n	1	1	True	fs	0	c	1	1	False	test	True	62	7	test	True	62	7	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	62	7	test	True	62	7	M
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	62	7	test	True	62	7	D
fs	0	c	1	1	False	s	0	c	1	2	False	test	True	62	7	test	True	62	7	D
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	62	7	site	False	63	8	M
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	62	7	site	False	63	8	P
s	0	c	1	2	False	fs	0	o	0	1	False	test	True	62	7	site	False	63	8	D
fs	0	o	0	1	False	v	1	n	1	1	False	site	False	63	8	site	False	63	8	P
fs	0	o	0	1	False	v	1	n	1	1	False	site	False	63	8	site	False	63	8	D
v	1	n	1	1	False	s	0	c	1	1	False	site	False	63	8	site	False	63	8	P
v	1	n	1	1	False	s	0	c	1	1	False	site	False	63	8	site	False	63	8	M
s	0	c	1	1	False	v	0	n	1	1	False	site	False	63	8	and	False	1	9	M
v	0	n	1	1	False	n	0	c	1	1	False	and	False	1	9	and	False	1	9	P
v	0	n	1	1	False	n	0	c	1	1	False	and	False	1	9	and	False	1	9	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	1	9	and	False	1	9	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	1	9	and	False	1	9	P
s	0	c	1	2	False	s	0	o	0	1	False	and	False	1	9	draw	True	1	10	M
s	0	c	1	2	False	s	0	o	0	1	False	and	False	1	9	draw	True	1	10	M
s	0	o	0	1	False	g	0	o	0	2	False	draw	True	1	10	draw	True	1	10	D
g	0	o	0	2	False	v	1	n	1	1	True	draw	True	1	10	draw	True	1	10	D
v	1	n	1	1	True	v	0	n	1	1	False	draw	True	1	10	a	False	2	11	P
v	0	n	1	1	False	g	0	o	0	1	False	a	False	2	11	line	True	3	12	P
g	0	o	0	1	False	v	1	n	1	1	True	line	True	3	12	line	True	3	12	D
v	1	n	1	1	True	n	0	c	1	1	False	line	True	3	12	line	True	3	12	P
v	1	n	1	1	True	n	0	c	1	1	False	line	True	3	12	line	True	3	12	P
n	0	c	1	1	False	s	0	o	0	1	False	line	True	3	12	between	False	4	13	P
n	0	c	1	1	False	s	0	o	0	1	False	line	True	3	12	between	False	4	13	P
s	0	o	0	1	False	v	0	n	1	1	False	between	False	4	13	between	False	4	13	P
